found_name,genres,read_name,spotify_id
,[],Reba McEntire Duet,
Rebbie Jackson,[],Rebbie Jackson,4FRnFYyWy6yzCXQySCsOfb
Rebecca Black,['post-teen pop'],Rebecca Black,3Vl9fyKMIdLMswk8ai3mm9
,[],Rebecca Black & Dave Days,
Rebecca Lynn Howard,"['contemporary country', 'country', 'country christmas', 'country dawn']",Rebecca Lynn Howard,12bBoCZdPZbBEq1xHT0heD
Brad & Rebekah,[],Rebekah,1ef7Y06MRVT7HfRdJDHBOG
Reckless Kelly,"['deep texas country', 'outlaw country', 'roots rock', 'texas country']",Reckless Kelly,0jmPjksXqVrO92Urmx58vg
Rec (Red Eye Crew),[],Red Eye,1MAg41VYNlYpxgQ9h71wBw
Red Hot Chili Peppers,"['alternative metal', 'alternative rock', 'funk metal', 'permanent wave', 'post-grunge', 'rock']",Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5
Red Rider,['album rock'],Red Rider,4EGlaDAVZTNNknDdKHrHRp
Red River Dave,[],Red River Dave,4TUxVYUlW8rB7UW3Iwz2es
Red Rockers,['jangle pop'],Red Rockers,7DYKtStEy5mAmAZvEobbgo
Red Skelton,"['comic', 'drama']",Red Skelton,0YknRjcsjkgJS26Rzgvd2t
Red Sovine,"['country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country', 'western swing']",Red Sovine,7wVgfy012qNvQ607JM5Qsf
Redbone,[],Redbone,0w7HLMvZOHatWVbAKee1zF
Redeye Empire,['reggae rock'],Redeye,0dO3Wg6SH1FaP1gmJGbWph
,[],Redhead Kingpin & The F.B.I.,
Redman,"['alternative hip hop', 'dirty south rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",Redman,7xTKLpo7UCzXSnlH7fOIoM
Rednex,"['bubblegum dance', 'eurodance', 'europop', 'hip house']",Rednex,22Zqu1yyebVnbve8FxbJ2g
Reekado Banks,"['afrobeats', 'afropop', 'azontobeats']",Reekado Banks,3bxZkzk0PLHcetO9o4oxXn
Reel 2 Real,"['eurodance', 'hip house']",Reel 2 Real,4AXX8UN3xaPrxHSqrgE3Ta
Reel Tight,[],Reel Tight,3PeB6KzaIJW8NnVlU2OcmW
Reeve Carney,[],Reeve Carney,7qDUWeBzKcDnh15yhYBf2U
,[],Refugee Allstars,
Refugee Camp All-Stars,[],Refugee Camp All Stars,7Jkv0oBbEmxtNnLsxT7NMt
Regina Spektor,"['anti-folk', 'chamber pop', 'folk-pop', 'indie pop', 'lilith', 'piano rock', 'pop rock', 'singer-songwriter']",Regina,3z6Gk257P9jNcZbBXJNX5i
Regina Belle,"['disco', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'urban contemporary']",Regina Belle,3J9tQvcK0bY3CcVcgRELxH
Regina Spektor,"['anti-folk', 'chamber pop', 'folk-pop', 'indie pop', 'lilith', 'piano rock', 'pop rock', 'singer-songwriter']",Regina Spektor,3z6Gk257P9jNcZbBXJNX5i
Regulo Caro,"['banda', 'deep regional mexican', 'norteno', 'regional mexican', 'regional mexican pop']",Regulo Caro,0YRwUbRxrawmnBdixwJi5W
R3HAB,"['big room', 'deep big room', 'dutch house', 'edm', 'electro house', 'pop', 'progressive electro house', 'tropical house']",Rehab,6cEuCEZu7PAE9ZSzLLc2oQ
El Nono y Su Banda Reina de Jerez,"['banda', 'regional mexican pop']",Reina,6koqQSKPGrPcFLjJvFHRxG
Scott Reiss,['recorder'],Reiss,4sc1hbZubIEAXHuQGDRUxy
Rej3ctz,[],Rej3ctz,67oiK9STe75g3hNiUFyaRo
Rejoice!,[],Rejoice!,1RRgtesVCWLaQpE1D5WHO6
Relient K,"['ccm', 'christian alternative rock', 'christian christmas', 'christian music', 'christian punk', 'christian rock', 'emo', 'modern rock', 'neo mellow', 'pop christmas', 'pop punk', 'pop rock', 'punk christmas']",Relient K,3nJWBJvK7uGvfp4iZh9CkN
Rell,[],Rell,0EOoSsmM3oV2aoGL3Od3E3
Sound Remedy,"['catstep', 'chillstep', 'complextro', 'edm', 'electro house', 'tracestep']",Remedy,1UtzKaSQyctQO8GN8EyzOn
Remo,[],Remo,7rVA45AaxEEetdqc9NngiJ
Remy Boyz,[],Remy Boyz,2s0yxtiHiyGe6CY4mbDYFi
Remy Ma,['hip pop'],Remy Ma,39mHYiNmLR7p8PXNG8Wll6
Remy Shand,"['canadian pop', 'neo soul']",Remy Shand,0uPJNqmDRzjZJZXXG6HDtt
Rene & Angela,"['classic funk rock', 'disco', 'funk', 'jazz funk', 'motown', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",Rene & Angela,01Wck2m10xhdxUrLaMq60y
Rene & Angela,"['classic funk rock', 'disco', 'funk', 'jazz funk', 'motown', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",Rene & Rene,01Wck2m10xhdxUrLaMq60y
Rene & Jhonny & Ray,[],Rene And Ray,2S4huCG2cmuVZMc4IF6FLM
Reparata,[],Reparata,7pjiMmGVz6Fz9UrHVrSzt3
Reparata & The Delrons,[],Reparata And The Delrons,7tlXLMKLO7LqaOu55AEHvl
Republica,"['candy pop', 'new wave pop']",Republica,06YQ6XwCdPUn8rAXV70gge
Restless Heart,"['country', 'country christmas', 'country rock']",Restless Heart,0FcmRWJUfnCuwoXE1H2b0H
Retoños Del Rio,"['regional mexican pop', 'tejano']",Retoños Del Rio,0b4F6xrKsPCHTXEl4j03LF
Reuben Howell,[],Reuben Howell,11QbPRY2p7BeMLVmAdGfpP
La Reunion Nortena,[],Reunion,554Ew2NdutSKKljCiK3s3n
,[],Rev. Martin Luther King,
Revelation,['doom metal'],Revelation,4jHlDyBoX4K9apX7n5VANs
Rex Allen,"['cowboy western', 'western swing']",Rex Allen,66SqnH24eOjN0IEwWjmMyQ
Rex Smith,['soft rock'],Rex Smith,0UUErweJscAbuxMmVo8MON
Rhea Raj,[],Rhea Raj,7inC0Ybb6OGEMB7GP8nfi1
Rhiannon Giddens,['new americana'],Rhiannon Giddens,1EI0NtLHoh9KBziYCeN1vM
Rhinoceros,[],Rhinoceros,6wdOFU1EmFgTblMSwAKQEr
Rhythm Heritage,[],Rhythm Heritage,2ZGlJUO9hdjZEvl710OpVX
Dirty Rhythm Syndicate,[],Rhythm Syndicate,4HKcM1EdacE6PPn9gVIjRR
Ric Ocasek,[],Ric Ocasek,1iTrwmoisuv7HbdY5tTVUt
Ric-A-Che',[],Ric-A-Che,4UDDsluAlTJHl0jM1yL62G
"Ricardo ""RikRok"" Ducent",[],"Ricardo ""RikRok"" Ducent",3Ls9Dv4P83RGDCublAzNbX
Ricardo Ray,"['boogaloo', 'latin jazz', 'mambo', 'salsa', 'salsa international']",Ricardo Ray,33nZie2hFLgUG9gUfjTRoq
Ricegum,[],RiceGum,5RQqbE8uh2NwotXk6wvYa6
Rich Boy,"['crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",Rich Boy,6mXlDbi03T8wXYwWYew0Ut
Rich Gang,"['gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",Rich Gang,6h2J3dxLnTyURwIUBumKog
Rich Homie Quan,"['crunk', 'deep trap', 'dirty south rap', 'dwn trap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",Rich Homie Quan,5lHRUCqkQZCIWeX7xG4sYT
Rich Kidz,"['deep trap', 'trap music']",Rich Kidz,2WCSTqqMwguiIpPSzuE5UF
Rich The Kid,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",Rich The Kid,1pPmIToKXyGdsCF6LmqLmI
Richard Dimples Fields,[],"Richard ""Dimples"" Fields",6SNblpZj6cK0YWC1Ci8CKs
"Richard ""Groove"" Holmes","['jazz funk', 'jazz organ', 'soul jazz']","Richard ""Groove"" Holmes",7izkpvBGc31hUccjdSNz8k
,[],Richard And The Young Lions,
Richard Barrett,[],Richard Barrett,1IV8ZDS7ZU7s0Bfk4Spu1k
Richard Burton,[],Richard Burton,3axaLrA0gIANDLYAv9pC9P
Richard Chamberlain,[],Richard Chamberlain,3Ptt9v6BtfyugYPpZXnpDH
Richard Cocciante,[],Richard Cocciante,3JyyauuFQaaem8qboNQaZq
Richard Harris,[],Richard Harris,30Qh39o424P9qgdHNVouvo
Richard Hayman & His Orchestra,[],Richard Hayman And His Orchestra,6rUa5Spu1A7O98MketkcX7
Richard Marx,"['album rock', 'mellow gold', 'new wave pop', 'soft rock']",Richard Marx,0grdhNhiRLFBaFVyybqsj6
,[],Richard Marx & Donna Lewis,
Richie Allen,[],Richie Allen,3bhW5qL3xrhU1qrJD45mIe
Richie Furay,[],Richie Furay,2KpCZazKx8c2qBDtNXvmvf
Richie Havens,"['folk', 'folk rock', 'roots rock', 'singer-songwriter', 'traditional folk']",Richie Havens,4Qk0lWGeXydDvfrDufDQ9p
Richie Rich,"['g funk', 'gangster rap', 'hyphy', 'west coast trap']",Richie Rich,4hSGrfIm5xRloHXESKxrFd
Richie Sambora,"['glam metal', 'heavy christmas']",Richie Sambora,6uNjT2PKDfR7t48JKhajkh
Rick & The Keens,[],Rick And The Keens,5nLQCCFO6ET4Vx7gvjc9g0
Rick Astley,"['dance pop', 'dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",Rick Astley,0gxyHStUsqpMadRV0Di1Qt
,[],Rick Bowles,
Rick Cunha,[],Rick Cunha,3EttlHwImIiozmPZb1VJox
Rick Davies,[],Rick Davies,1qqzSGkz1Jl3yTpeeuAqdb
,[],Rick Dees,
,[],Rick Dees & His Cast Of Idiots,
Rick Derringer,"['album rock', 'blues-rock', 'classic rock', 'southern rock', 'wrestling']",Rick Derringer,1FX4aA0cUcWndv39j1YoTm
Rick James,"['classic funk rock', 'disco', 'funk', 'hip hop', 'motown', 'post-disco', 'quiet storm', 'soul']",Rick James,0FrpdcVlJQqibaz5HfBUrL
,[],Rick James And Smokey Robinson,
Rick Nelson And The Stone Canyon Band,[],Rick Nelson,3PM5EQ1NOCRtuhb6CS8qsY
Rick Nelson And The Stone Canyon Band,[],Rick Nelson And The Stone Canyon Band,3PM5EQ1NOCRtuhb6CS8qsY
,[],Rick Pinette & Oak,
Rick Ross,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",Rick Ross,1sBkRIssrMs1AbVkOJbc7a
Rick Springfield,"['album rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']",Rick Springfield,6IFXsrXBpwbIqtOUOiAa3p
Rickie Lee Jones,"['folk', 'folk christmas', 'lilith', 'mellow gold', 'new wave pop', 'roots rock', 'singer-songwriter']",Rickie Lee Jones,0dYkMe3wK29DulSa0uR8Rq
Ricky Martin,"['dance pop', 'latin', 'latin christmas', 'latin pop', 'mexican pop', 'pop', 'pop christmas', 'reggaeton', 'tropical']",Ricky Martin,7slfeZO9LsJbWgpkIoXBUJ
,[],Ricky Martin Duet,
Ricky Nelson,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'doo-wop', 'folk christmas', 'folk rock', 'lounge', 'mellow gold', 'merseybeat', 'nashville sound', 'rock-and-roll', 'rockabilly', 'traditional country']",Ricky Nelson,73sSFVlM6pkweLXE8qw1OS
Rico Love,['deep pop r&b'],Rico Love,2GEcMpeGIad5O23WxDRFMn
Riff Raff,"['trap music', 'underground hip hop']",Riff,31IZdHrCZ5pRhLz4zBxN3o
Right Said Fred,"['europop', 'hip house']",Right Said Fred,15ajdFAi5bjj5pS9laBfBL
Rihanna,"['dance pop', 'pop', 'pop christmas', 'r&b', 'soul christmas', 'urban contemporary']",Rihanna,5pKCCKE2ajJHZ9KAiaK11H
Rihanna & Kanye West,[],Rihanna & Kanye West,1FSBOmsZvUb3sjGO0EeFkA
,[],Rihanna & Kanye West & Paul McCartney,
,[],Rihanna & Sean Paul,
Riley Green,"['lift kit', 'redneck']",Riley Green,2QMsj4XJ7ne2hojxt6v5eb
Ringo Starr,"['album rock', 'british blues', 'bubblegum pop', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",Ringo Starr,6DbJi8AcN5ANdtvJcwBSw8
Ripple,[],Ripple,3LnUnKJnfezw19rfp8hSxi
Rise Against,"['alternative metal', 'hardcore punk', 'nu metal', 'pop punk', 'post-grunge', 'punk', 'rap metal']",Rise Against,6Wr3hh341P84m3EI8qdn9O
Rita Coolidge,"['mellow gold', 'soft rock']",Rita Coolidge,1vnIL4DMlivP55ioM6KitW
Rita Ora,"['dance pop', 'pop', 'post-teen pop', 'tropical house']",Rita Ora,5CCwRZC6euC8Odo6y9X8jr
Rita Pavone,"['classic italian pop', 'ye ye']",Rita Pavone,3xc8CD41vwsoBNkGXL3pS7
Ritchie Adams,[],Ritchie Adams,7MqgPToriX33q4xSQLPfhH
Ritchie Valens,"['adult standards', 'brill building pop', 'doo-wop', 'rock-and-roll', 'rockabilly']",Ritchie Valens,5Y9xEAGW4GwGJgbiI6W85P
Rittz,"['dirty south rap', 'pop rap', 'southern hip hop']",Rittz,5sRhscbWRXFbjXtSZyfaWY
Rivers Cuomo,[],Rivers Cuomo,4LAz9VRX8Nat9kvIzgkg2v
Rixton,"['pop', 'pop rock', 'post-teen pop', 'teen pop', 'viral pop']",Rixton,0kkxsdcaWmWU2yWAqclDh4
Roachford,[],Roachford,5S3EbUETKlfsBRUiBKnqer
Rob $tone,"['dwn trap', 'underground hip hop']",Rob $tone,2hWs22BmQkK4czFtDLnar2
Rob n Raz,[],Rob 'N' Raz,3Dm7LtboNpBXP9FkhKacj8
,[],Rob Base & D.J. E-Z Rock,
Rob Hicks,[],Rob Hicks,4jDRgjW9XGmEtLnVXy37yM
Rob Jungklas,[],Rob Jungklas,5ub4gS30ap9kUPwPABCZfa
Rob Thomas,"['acoustic pop', 'folk christmas', 'neo mellow', 'pop christmas', 'pop rock', 'post-grunge']",Rob Thomas,3aBkeBhwadnWMWoVJ2CxJC
Robbie Dupree,"['deep soft rock', 'mellow gold', 'soft rock']",Robbie Dupree,3jrgftS3TYbNxcPt5itKhz
Robbie Nevil,[],Robbie Nevil,4NkLjsRsFnuPu9B4zqzBqq
Robbie Patton,['deep soft rock'],Robbie Patton,0To5Xn0CmOwl9Vg4Tys4Ov
Robbie Williams,"['boy band', 'dance pop', 'europop', 'pop christmas']",Robbie Williams,2HcwFjNelS49kFbfvMxQYw
The Robbin Thompson Band,[],Robbin Thompson Band,4TUVBPb70vxYzxAubAEv9N
Robert Earl Keen,"['alternative country', 'country christmas', 'deep texas country', 'folk christmas', 'new americana', 'outlaw country', 'roots rock', 'texas country', 'traditional country']",Robert Earl Keen,1jjpkAHC8bd9fRFfgKyYLP
"Guy Clark, Robert Ellis Orral, Ashley Cleveland",[],Robert Ellis Orral,5sQKWuJ1y10FbKFZhHPC4h
Robert Gordon,"['pub rock', 'rock-and-roll', 'rockabilly']",Robert Gordon,1coQ4GcxuazfjZ0MP9JnBF
Robert Goulet,"['adult standards', 'cabaret', 'christmas', 'easy listening', 'lounge']",Robert Goulet,6Qdqv5WM6z1WxWWjuuiogR
Robert Hazard,[],Robert Hazard,5jgvMSXT8sGjFuIBhfVNq4
Robert John,['soft rock'],Robert John,3pbKylceBTiUa0fZk4J4sJ
Robert Knight,['northern soul'],Robert Knight,5KDZj6hNRCnAhsebEgd0MB
,[],Robert Maxwell His Harp And Orchestra,
Robert Miles,"['eurodance', 'trance']",Robert Miles,2YVF0Ou5zIc4mpgtLIlGN0
Robert Mitchum,['calypso'],Robert Mitchum,3ttV5d4dhwr1R48j5I5FE3
Robert Palmer,"['album rock', 'art rock', 'classic funk rock', 'classic rock', 'dance rock', 'disco', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'singer-songwriter', 'soft rock', 'synthpop']",Robert Palmer,530Sdm7eqqzWBdDmILMgnu
Robert Parker,['retro electro'],Robert Parker,0eEcbHGsAvOTCZzF5pg8GD
Robert Plant,"['album rock', 'art rock', 'blues-rock', 'british blues', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'symphonic rock']",Robert Plant,1OwarW4LEHnoep20ixRA0y
Robert Tepper,[],Robert Tepper,5T1bhiyED6hokaKTechcKI
Roberta Flack,"['adult standards', 'chicago soul', 'christmas', 'classic funk rock', 'disco', 'funk', 'jazz blues', 'mellow gold', 'memphis soul', 'motown', 'neo soul', 'quiet storm', 'r&b', 'singer-songwriter', 'soft rock', 'soul', 'soul blues', 'soul christmas', 'southern soul', 'vocal jazz']",Roberta Flack,0W498bDDNlJIrYMKXdpLHA
Roberta Flack & Donny Hathaway,[],Roberta Flack & Donny Hathaway,4SMAMPGnHmiXnIjEtwb2Qt
Roberto Tapia,"['banda', 'deep regional mexican', 'grupera', 'norteno', 'regional mexican', 'regional mexican pop']",Roberto Tapia,1TZXFnFYNzRTDrNFoH8YC0
Robey,[],Robey,6NhzcFZYlZxzYzCtmZUtZD
Robin George,[],Robin George,4KFYaYqT3ZeyKMBe2fo0rW
Robin Gibb,[],Robin Gibb,4vZduJO8Uukqzx64de5JxV
Robin Lane & The Chartbusters,[],Robin Lane & The Chartbusters,34XSWQfSZZCVz01n7QP1Kp
Robin McNamara,[],Robin McNamara,5OKNo1RB42IASDuQQ6Fkeo
Robin S,"['disco house', 'hip house', 'vocal house']",Robin S.,2WvLeseDGPX1slhmxI59G3
Robin Schulz,"['deep euro house', 'deep house', 'edm', 'pop', 'tropical house']",Robin Schulz,3t5xRXzsuZmMDkQzgOX35S
Robin Thicke,"['dance pop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",Robin Thicke,0ZrpamOxcZybMHGg1AYtHP
Robin Trower,"['album rock', 'art rock', 'blues-rock', 'british blues', 'classic funk rock', 'classic rock', 'electric blues', 'hard rock', 'heavy christmas', 'modern blues', 'psychedelic rock', 'rock', 'roots rock', 'southern rock', 'symphonic rock', 'texas blues']",Robin Trower,0MAvx5yzdhylg2ztJC3MD3
Robin Ward,[],Robin Ward,4X5sDGyZvekLEEbM1bm7GD
Robin de Jesus,[],Robin de Jesus,6mXcTwoata1hkaDMbkzw32
Robyn,"['dance pop', 'europop', 'pop', 'pop rock', 'swedish pop', 'synthpop', 'tropical house']",Robyn,6UE7nl9mha6s8z0wFQFIZ2
,[],Rocco Granata and the International Quintet,
Rochell & The Candles,[],Rochell And The Candles,0ZGLRTLWoZcpTpEA4shMh0
,[],Rock & Roll Double Bubble,
Rock & Hyde,[],Rock And Hyde,1TszvzcrV801Gt9X2rDfKT
,[],Rock Flowers,
The Rock-A-Teens,[],Rock-A-Teens,4vbR9DeELloVAWieVRcN5O
Rockell,['freestyle'],Rockell,6WUYWmJKUgwQWaPjHq5OcP
,[],Rockell [Duet,
Love and Rockets,"['dance rock', 'dream pop', 'gothic rock', 'industrial rock', 'neo-psychedelic', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'synthpop', 'uk post-punk']",Rockets,09mvgMBvJkxarNIDGdwPWg
Rockie Robbins,[],Rockie Robbins,2FHuzNTPcnTjS3HAieBHSZ
The Rockin' Rebels,[],Rockin' Rebels,69lJC8BEOzUVBj9FCxB8H5
Rocko,"['crunk', 'deep southern trap', 'deep trap', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",Rocko,0T5OJgMVjKIX3b3W3ekqOl
Rockpile,"['jangle pop', 'power pop', 'pub rock', 'rockabilly', 'roots rock']",Rockpile,4eBRIkqBA2GyYKzLvXD9a4
Rockwell,[],Rockwell,3xs0LEzcPXtgNfMNcHzLIP
Rocky Burnette,[],Rocky Burnette,6JGUkLiRAWMNYaHdUCIUvC
,[],Rocky Olson,
Rod Bernard,['swamp pop'],Rod Bernard,43BqXck54700EkPfzu1yex
Rod Hart,[],Rod Hart,5UoRKL6kLwjYWQLl6QSHAs
Rod Lauren,[],Rod Lauren,7CnCVOXwG67uhjnDX50Wgq
Rod McKuen,[],Rod McKuen,62JorFOkIjXHHU7GMT9r77
Rod Stewart,"['adult standards', 'album rock', 'classic rock', 'folk christmas', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",Rod Stewart,2y8Jo9CKhJvtfeKOsYzRdT
Roddie Joy,[],Roddie Joy,6WjcsBFHLNYWjozNeTzKTs
Rodney Atkins,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",Rodney Atkins,2qgvmDsc4jrqbAbjq1HGM2
Rodney Crowell,"['alternative country', 'country rock', 'folk', 'folk christmas', 'nashville sound', 'new americana', 'outlaw country', 'roots rock', 'southern rock', 'texas country', 'traditional country', 'traditional folk']",Rodney Crowell,4QIJ2i8I6urte2scKgkVoY
Rodney Dangerfield,['comedy'],Rodney Dangerfield,4y9clGQlMhZyKADUMq7PA2
Rodney-O & Joe Cooley,"['electro', 'miami bass']",Rodney O & Joe Cooley,7vmYkpbvGnUuJGhzHD0Hu2
Matthew Rodway,[],Rodway,2kP7joY5H4TnZUbIQTCVvu
Roger,"['classic funk rock', 'funk']",Roger,3GMoVpWJy4smKuxFuFTwXC
Roger Creager,"['deep texas country', 'outlaw country', 'texas country']",Roger Creager,1DyywGnuzXGEzlZMXBcc0j
Roger Daltrey,[],Roger Daltrey,5odf7hjI7hyvAw66tmxhGF
Roger Hodgson,"['album rock', 'art rock', 'progressive rock', 'symphonic rock']",Roger Hodgson,3lHXm91pKLq9Sxi6CoRKWu
Roger Miller,"['country', 'country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'texas country', 'traditional country', 'traditional folk', 'western swing']",Roger Miller,1RP2UpEaRzkF0Id3JigqD8
Roger Smith,['smooth jazz'],Roger Smith,7d7WpoPwrauo2M0ZQuBESc
Roger,"['classic funk rock', 'funk']",Roger Troutman,3GMoVpWJy4smKuxFuFTwXC
Roger Voudouris,['deep soft rock'],Roger Voudouris,0AfDBW6x1y3cJ7U8wSasVM
Roger Whittaker,"['christmas', 'easy listening', 'schlager']",Roger Whittaker,6pgfx4K1p1kT0RewXjmLfk
Roger Williams,"['adult standards', 'ballroom', 'christmas', 'easy listening', 'lounge']",Roger Williams,55CCS64lPz88twUDVquU1u
Rolf Harris,[],Rolf Harris,50KLYZQtZLrR2gGa5oHJEF
Roman GianArthur,['indie r&b'],Roman GianArthur,7hgRzsQGjlm1zifNoigyB9
Roman Holliday,['deep new wave'],Roman Holliday,2McvzikIAERijL9Wr0EFVC
Sublime With Rome,['reggae rock'],Rome,3XXrhkZKSGd3CUJQFnx5tQ
,[],Romeo & Juliet Soundtrack,
Romeo Santos,"['bachata', 'latin', 'pop', 'tropical']",Romeo Santos,5lwmRuXgjX8xIwlnauTZIP
Romeo Void,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",Romeo Void,20kRNjGAzhnBIflemL8JfY
Romeo's Daughter,['melodic hard rock'],Romeo's Daughter,52lXJ4HNuebklBoPPJNSnH
Ron And The D.C. Crew,[],Ron And The D.C. Crew,73deRQzYaBWJeoCDwufbnG
,[],Ron Banks And The Dramatics,
Ron Browz,[],Ron Browz,1iqf0x89oxmmAFv9w9hiJM
Ron Holden,[],Ron Holden,0orxtneN4LcJWNxbLXtMZu
Ron Isley,[],Ron Isley,3x5793xivRq6Bw9CkjdtWs
Ronald Isley,['soul christmas'],Ronald Isley,6W9RUw7xnNRYtgh8dimg7L
Ronnie Carroll,['classic eurovision'],Ronnie Carroll,22WsdE2gbH75bDBfc3BpnB
Ronnie Dove,['deep adult standards'],Ronnie Dove,3KzYAUHiKXCKpisQgRD2Ja
Ronnie Dunn,"['contemporary country', 'country', 'country road', 'lift kit', 'modern country rock']",Ronnie Dunn,1iLuTmIgxCEiEllDSWkeIy
Ronnie Dyson,[],Ronnie Dyson,3UxJwjLkGvAlRi7NbYekGI
Ronnie Hawkins,['rockabilly'],Ronnie Hawkins,2viYME3n7SlMsIOEqWmEHv
Ronnie Hawkins and The Hawks,[],Ronnie Hawkins and The Hawks,7wngg77nJAFHLvmvGnlE2g
Ronnie Laws,"['classic funk rock', 'jazz funk', 'jazz saxophone', 'smooth jazz', 'soul jazz']",Ronnie Laws,4yh5g0DWkL6kRlCH1FPAvC
,[],Ronnie Love And His Orchestra,
Ronnie McDowell,"['nashville sound', 'traditional country']",Ronnie McDowell,0ZZOIWyRv8tdx0kLPlTtMg
Ronnie Milsap,"['country', 'country christmas', 'country gospel', 'country rock', 'nashville sound', 'outlaw country', 'traditional country']",Ronnie Milsap,6Sb8EHpZvyjSTT5KD9DjUZ
Ronnie Savoy,[],Ronnie Savoy,00faOxRoJihs29DpVMobUb
Ronnie Spector,[],Ronnie Spector,3ur7kjN4pd94zjUxrFSMDj
Ronnie And The Hi-Lites,[],Ronnie and The Hi-Lites,64NBWzoBYRleutVJjDfpkT
Ronny & The Daytonas,"['bubblegum pop', 'surf music']",Ronny And The Daytonas,0RPvz5Xb4n2NKXD4GYH0yn
Ronny Douglas,[],Ronny Douglas,7Gk7zQEIcdvEBjcGJeRPcX
,[],Roosevelt Fountain And Pens Of Rhythm,
Rosanne Cash,"['alternative country', 'country christmas', 'country rock', 'folk', 'folk christmas', 'folk rock', 'lilith', 'nashville sound', 'outlaw country', 'roots rock', 'traditional country', 'traditional folk']",Rosanne Cash,6lx6XS8umFqYRVbBErx9fE
Rosco Gordon,"['jazz blues', 'jump blues', 'new orleans blues', 'soul blues']",Rosco Gordon,35SkZMI5CPiCude4FW45O9
,[],Rosco Martinez,
,[],Rosco Robinson,
Roscoe Dash,"['crunk', 'pop rap', 'rap', 'southern hip hop', 'trap music']",Roscoe Dash,0bfX8pF8kuHNCs57Ms4jZb
,[],Rose Colored Glass,
Rose Royce,"['chicago soul', 'classic funk rock', 'disco', 'funk', 'memphis soul', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",Rose Royce,1OxJzMLmR9l5zPLap9OxuO
Rosemary Clooney,"['adult standards', 'big band', 'cabaret', 'christmas', 'easy listening', 'jazz christmas', 'lounge', 'swing', 'vocal jazz']",Rosemary Clooney,0NkyXWGxE3WTFixDSJ39PK
Rosie Carney,['chamber pop'],Rosie,3Aut8hgiqZSy2qmJluZMU9
Rosie & The Originals,['doo-wop'],Rosie & The Originals,422gtj7D6L6pvr0GE08lwf
Rosie & The Originals,['doo-wop'],Rosie And The Originals,422gtj7D6L6pvr0GE08lwf
Ross Lynch,"['pop christmas', 'post-teen pop']",Ross Lynch,4UxLFBvSr4xMDpHe1lrLrH
Rossington Collins Band,['southern rock'],Rossington Collins Band,22vadBKWnw6sLJPML2MdKi
Rostam,"['art pop', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'shimmer pop']",Rostam,04XggbrM51GcFPTxBYtRXT
Rotary Connection,[],Rotary Connection,3dGTi4MZZo4zXdQaKAS1va
Rough Trade,[],Rough Trade,4fd8mrtRK863BrE37LgITd
Roula,[],Roula,5kxZthrgsEh5bONnKr56eO
Round Robin,[],Round Robin,1RFWk5jM4P4hYh5DZlfB8h
Roxanne Emery,[],Roxanne,70bIIPbBQeaFzRrIfahMEM
Roxette,"['dance pop', 'europop', 'new wave pop', 'pop christmas', 'soft rock', 'swedish pop']",Roxette,2SHhfs4BiDxGQ3oxqf0UHY
Roxy Music,"['album rock', 'art pop', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'melancholia', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'protopunk', 'rock', 'soft rock', 'symphonic rock', 'synthpop', 'uk post-punk']",Roxy Music,3fhOTtm0LBJ3Ojn4hIljLo
